"Side Garden Salad and Avocado Ranch Dressing",82.6086956521739
"Side Caesar Salad with dressing",81.8181818181818
"Greek Gyro Salad",80.9523809523809
"Big Hot Pastrami Melt Salad",75.0
"Regular Cheese Curds",74.5454545454545
"American Brewhouse King",73.1612903225806
"Tuna Salad",69.3548387096774
"Garlic Parmesan Dunked Ultimate Chicken Sandwich",66.6666666666667
"Super Greek Salad",66.6666666666667
"Chicken & Bacon Ranch Melt Salad (includes Ranch dressing)",66.6666666666667
"Spicy Italian Salad",66.1290322580645
"1/2 lb. FlameThrower® GrillBurger",66.0
"Super Sonic Bacon Double Cheeseburger (w/mayo)",64.84375
"Chopped Side Salad",64.2857142857143
"4 Piece Spicy Chicken Nuggets",64.2857142857143
"Super Sonic Double Cheeseburger W/ Mayo",63.9344262295082
"Buffalo Chicken Salad (with Ranch dressing)",63.8888888888889
"Large Cheese Curds",63.8095238095238
"Spicy Chicken Nuggets",62.8301886792453
"Bacon Cheddar Ranch Chicken Salad w/ crispy Chicken & Dressing",62.5
"Chicken BLT Salad w/ Crispy Chicken",62.3188405797101
"BBQ Bacon King",61.3636363636364
"Mild Naked Chicken Chalupa",61.3636363636364
"Bacon Cheddar Ranch Chicken Salad w/ grilled Chicken & Dressing",61.0169491525424
"Sonic Bacon Cheeseburger (w/mayo)",60.9195402298851
"Italian Hero Salad",60.8695652173913
"Super Sonic Double Cheeseburger W/ Mustard",60.7142857142857
"Super Sonic Jalapeno Double Cheeseburger",60.7142857142857
"Bacon King",60.5769230769231
"Steakhouse King",60.5454545454545
"Mushroom & Swiss King",60.3191489361702
"Super Sonic Double Cheeseburger W/ Ketchup",60.1769911504425
"Sonic Cheeseburger W/ Mayonnaise",60.0
"Chicken BLT Salad w/ Grilled Chicken",60.0
"Wild Naked Chicken Chalupa",59.5238095238095
"Jalapeno King Sandwich",59.0909090909091
"Rodeo King",59.04
"Footlong Quarter Pound Coney",59.0361445783133
"Farmhouse King",59.0163934426229
"Italian B.M.T.® Salad",58.695652173913
"Chipotle Crispy Chicken Griller",58.6206896551724
"DOUBLE WHOPPER w/ Cheese",58.5858585858586
"Bacon & Swiss Sourdough King",58.5
"Jr. Double Cheeseburger",58.3333333333333
"Crispy Chicken Jr.",58.1395348837209
"Sonic Burger W/ Mayonnaise",58.1081081081081
"Ultimate Chicken Club",58.0
"Premium Bacon Ranch Salad w/o Chicken",57.8947368421053
"Chili Cheese Dog",57.8947368421053
"Chili Cheese Mega Dog",57.8947368421053
"Pecan Chicken Salad Flatbread",57.7464788732394
"1/2 lb. GrillBurger with Cheese",57.5
"Bacon Cheese Dog",57.1428571428571
"Chicken Caesar Salad w/ Crispy Chicken",56.7164179104478
"DOUBLE WHOPPER w/o Cheese",56.6666666666667
"Sourdough King Double",56.5979381443299
"WHOPPER w/ Cheese",56.578947368421
"Cheese Dog",56.4102564102564
"Bacon Cheddar Ranch Crispy Chicken Sandwich",56.3855421686747
"Cool Ranch® Doritos® Locos Taco",56.25
"Bacon & Cheese Whopper",56.1038961038961
"All Beef Chili Cheese Coney – 6""",56.0975609756098
"Pretzel Chicken Fries",55.5882352941177
"4 Piece Chicken McNuggets",55.5555555555556
"Jr. Deluxe Cheeseburger",55.5555555555556
"Original Chicken Sandwich",55.5555555555556
"Chicken Nuggets (10pc)",55.3191489361702
"WHOPPER JR. w/ Cheese",55.2631578947368
"BBQ Bacon Crispy Chicken Sandwich",55.2272727272727
"Crispy Chicken Sandwich",55.2238805970149
"Hot Dog",55.1724137931034
"DQ Ultimate® Burger",55.1282051282051
"Buffalo Dunked Ultimate Chicken Sandwich",55.0
"Crunchy Taco Supreme®",55.0
"Fiery Doritos® Locos Taco Supreme",55.0
"Greek Gyro",54.9295774647887
Chickstar,54.8387096774194
"Chicken Caesar Salad w/ Grilled Chicken",54.7169811320755
"Sourdough Chicken Club",54.6428571428571
"10 Piece Chicken McNuggets",54.5454545454545
"WHOPPER w/o Cheese",54.5454545454545
"Chili Dog",54.5454545454545
"1/4 lb. Mushroom Swiss GrillBurger",54.3859649122807
"Crispy Chicken Wrap",54.2857142857143
"40 piece Chicken McNuggets",54.2372881355932
"Double Quarter Pound King",54.0
"Spicy Crispy Chicken Sandwich",54.0
"20 Piece Chicken McNuggets",53.9325842696629
"Double Bacon Cheeseburger",53.8461538461538
"Corn Dog",53.8461538461538
"Crispy Chicken BLT Salad",53.8461538461538
"Triple Melt Nachos",53.8461538461538
"Jr. Chili Cheeseburger",53.6585365853659
"Spicy Crispy Chicken Jr.",53.6585365853659
"Hatch Green Chile Cheeseburger",53.5211267605634
"Sonic Cheeseburger W/ Mustard",53.5211267605634
"Pork Tenderloin Sandwich",53.448275862069
"6"" Big Hot Pastrami",53.448275862069
"Footlong Big Hot Pastrami",53.448275862069
"Jalapeno Chicken Fries",53.3333333333333
"Spicy Crispy Jalapeno Chicken Sandwich",53.2894736842105
"Double Bacon Smokehouse Burger",53.0973451327434
"Cheesy Gordita Crunch",53.0612244897959
"Sourdough King Single",53.013698630137
"Loaded Italian Sandwich",52.9411764705882
"Crunchy Taco",52.9411764705882
"Fiery Doritos® Locos Taco",52.9411764705882
"Chicken, Apple & Cranberry Salad w/ Crispy Chicken",52.8571428571429
"Sonic Cheeseburger W/ Ketchup",52.7777777777778
"Cold Cut Combo Salad",52.7777777777778
"Jr. Deluxe Burger",52.6315789473684
"Crispy Chicken Sandwich",52.6315789473684
"4 Piece Chicken Nuggets",52.6315789473684
"20 Piece Chicken Nuggets",52.6315789473684
"1/4 lb. Bacon Cheese GrillBurger",52.3809523809524
"Beefy Mini Quesadilla",52.3809523809524
"12 piece Buttermilk Crispy Chicken Tenders",52.317880794702
"Sonic Burger W/ Ketchup",52.3076923076923
"Crispy Chicken Quesadilla",52.3076923076923
"20 piece Buttermilk Crispy Chicken Tenders",52.2633744855967
"Roast Turkey Farmhouse Salad",52.1739130434783
"Beef Quesalupa",52.1739130434783
"4 piece Buttermilk Crispy Chicken Tenders",52.0833333333333
"10 piece Buttermilk Crispy Chicken Tenders",52.0661157024793
"Grilled Steak Soft Taco",52.0
"Double Quarter Pounder® with Cheese",51.9480519480519
"6 Piece Chicken McNuggets",51.8518518518518
"Large Jumbo Popcorn Chicken",51.7857142857143
"Pico Guacamole 1/4 lb Burger",51.7241379310345
"Extra Long Cheeseburger",51.7241379310345
"Chicken Fries",51.7241379310345
"6 Piece Chicken Nuggets",51.7241379310345
"Smokehouse Brisket",51.6666666666667
"Double Chalupa",51.6666666666667
"Spicy Double Chalupa",51.6666666666667
"Maple Bacon Dijon 1/4 lb Burger",51.5625
"Jalapeno Burger",51.5625
"Sonic Burger W/ Mustard",51.5625
"Grilled Chili Cheese Dog",51.5151515151515
"Crispy Asiago Caesar Chicken Club Sandwich",51.4705882352941
"Relish Dog",51.4285714285714
"3 chicken strips Chicken Strips",51.4285714285714
"Cool Ranch Habanero Double Stacked Taco",51.4285714285714
"3 piece Buttermilk Crispy Chicken Tenders",51.3513513513513
"Chalupa Supreme®–Beef",51.3513513513513
"6 piece Buttermilk Crispy Chicken Tenders",51.3157894736842
"Crispy Chicken Farmhouse Salad",51.1627906976744
"Double Cheeseburger",51.1111111111111
"Premium Asian Salad w/ Crispy Chicken",51.0204081632653
"Premium Bacon Ranch Salad w/ Crispy Chicken",51.0204081632653
"Doritos® Cheesy Gordita Crunch - Cool Ranch",51.0204081632653
"Doritos® Cheesy Gordita Crunch - Fiery",51.0204081632653
"Doritos® Cheesy Gordita Crunch - Nacho Cheese",51.0204081632653
"Double Cheesy Gordita Crunch",50.8771929824561
"Nacho Fries Bellgrande",50.7042253521127
"Ultimate BLT",50.5102040816327
"Premium Asian Salad w/o Chicken",50.0
"Small Jumbo Popcorn Chicken",50.0
"All Beef New York Dog – 6""",50.0
"All Beef Regular Hot Dog – 6""",50.0
"The Original Pretzel Dog",50.0
"Roast Turkey, Ranch & Bacon Wrap",50.0
"Pizza Slider",50.0
"WHOPPER JR. w/o Cheese",50.0
"1/4 lb. GrillBurger with Cheese",50.0
"Cool Ranch® Doritos® Locos Taco Supreme",50.0
"Nacho Cheese Doritos® Locos Tacos Supreme",50.0
"Chalupa Supreme® - Steak",50.0
"Fresco Crunchy Taco",50.0
"Cheese Quesadilla",50.0
"Mexican Pizza",50.0
"Sweet BBQ Bacon 1/4 lb Burger",49.2753623188406
"Three Cheese Steak Sandwich",49.2307692307692
"Original Double Cheeseburger",49.2063492063492
"Chicken Enchiladas Meal Kit",49.1860465116279
"Chicken Strip Sandwich",48.8888888888889
"Garden Grilled Chicken Salad w/ Crispy Chicken, no dressing",48.8888888888889
"Nachos Supreme",48.8372093023256
"BLT Crunchwrap Slider",48.8372093023256
"Single Bacon Smokehouse Burger",48.8095238095238
